device,chipset,system,game,performance,driver,emulator,update,notes,date added
Retroid Pocket 5,sd865,switch,Badland: Game Of The Year Edition,Perfect,Qualcomm 0.746.0,Yuzu,1,"Perfect 60fps in docked mode, looks great on OLED",2024/12/17
Retroid Pocket 5,sd865,switch,Bayonetta Origins: Cereza And The Lost Demon,Great,Qualcomm 0.746.0,Yuzu,1,"Stable 30fps docked mode, some minor isual glitches occasionally but a great experience",2024/12/17
Retroid Pocket 5,sd865,switch,Beasts Of Maravilla Island,Unplayable,Qualcomm 0.746.0,Yuzu,1.0.3,"It boots but every 20 seconds or so it completely freezes for several seconds I would consider unplayable, might be playable after shaders compile.",2024/12/17
Retroid Pocket 5,sd865,switch,Biomutant,Unplayable,Qualcomm 0.746.0,Yuzu,1,No launch in Sudachi or Yuzu with either driver,2024/12/17
Retroid Pocket 5,sd865,switch,Bioshock Remastered,Unplayable,Qualcomm 0.746.0,Yuzu,1,"Tried Sudachi and Yuzu with both drivers with and without update, everything is 10fps with major isual glitching.",2024/12/17
Retroid Pocket 5,sd865,switch,Bite The Bullet,Perfect,Qualcomm 0.746.0,Yuzu,1.2.1,Perfect 60fps in docked mode,2024/12/17
Retroid Pocket 5,sd865,switch,Black Skylands,Perfect,Qualcomm 0.746.0,Yuzu,1,"Perfect 30fps, weird game",2024/12/17
Retroid Pocket 5,sd865,switch,Blade Assault,Perfect,Qualcomm 0.746.0,Yuzu,1.0.1,Perfect 30fps docked mode,2024/12/17
Retroid Pocket 5,sd865,switch,Blair Witch,Unplayable,Qualcomm 0.746.0,Yuzu,1,No luck in Yuzu or Sudachi with either driver,2024/12/17
Retroid Pocket 5,sd865,switch,Blasphemous,Perfect,Qualcomm 0.746.0,Yuzu,1.0.8,"1dlc installed, perfect 60fps docked",2024/12/17
Retroid Pocket 5,sd865,switch,Bomb Rush Cyberfunk,Perfect,Qualcomm 0.746.0,Yuzu,1.0.19975,Perfect 30fps in docked mode,2024/12/17
Retroid Pocket 5,sd865,switch,Bonds Of The Skies,Perfect,Qualcomm 0.746.0,Yuzu,1.0.1,Perfect 60fps in docked mode,2024/12/17
Retroid Pocket 5,sd865,switch,Bugsnax,Great,Qualcomm 0.746.0,Yuzu,1.0.2,Almost perfect I am getting one weird black box isual glitch in the background but it plays great,2024/12/17
Retroid Pocket 5,sd865,switch,Cult Of The Lamb,Perfect,Qualcomm 0.746.0,Yuzu,1.4.6,60fps! Docked mode @ mostly 60fps with dips when entering rooms.,2024/12/17
Retroid Pocket 5,sd865,switch,Kirby Star Allies,Great,Turnip 23.2.0,Sudachi,1,-,2024/12/17
Retroid Pocket 5,sd865,switch,Batman Arkham Asylum,Great,Turnip 24.3.0 9v2,Yuzu,1,"30FPS @ Handheld, 0.75x Resolution",2024/12/17
Retroid Pocket 5,sd865,switch,Cruis'n Blast,Perfect,Turnip 24.3.0 9v2,Sudachi,1,-,2024/12/17
Retroid Pocket 5,sd865,switch,Gun Gore &amp; Cannoli 2,Perfect,Turnip 24.3.0 9v2,Yuzu,1.0.4,-,2024/12/17
Retroid Pocket 5,sd865,switch,Horizon Chase Turbo,Perfect,Turnip 24.3.0 9v2,Yuzu,2.6.1,-,2024/12/17
Retroid Pocket 5,sd865,switch,Monster Hunter Generations Ultimate,Perfect,Turnip 24.3.0 9v2,Citron,1.4.0,Solid 30fps. No crashes after 3 hours.,2024/12/17
Retroid Pocket 5,sd865,switch,Pikmin 4,Great,Turnip 24.3.0 9v2,Sudachi,1,30fps,2024/12/17
Retroid Pocket 5,sd865,switch,Sonic Generations,Great,Turnip 24.3.0 9v2,Citron,1.01,"Works with 60fps mod, make sure to place it in the right folder, only Sonic generations part not shadow generations",2024/12/17
Retroid Pocket 5,sd865,switch,Stray,Playable,Turnip 24.3.0 9v2,Sudachi,1,"Handheld mode, resolution 0.75, CPU backend to dynamic slow. Some crashes and slowdown, but most of it runs at 29fps",2024/12/17
Retroid Pocket 5,sd865,switch,Tetris 99,Unplayable,Turnip 24.3.0 9v2,Suyu,2.1.0,The tetris pieces are invisible.,2024/12/17
Retroid Pocket 5,sd865,switch,Beyond A Steel Sky,Perfect,Turnip 25.0.0 R5,Sudachi,1,"Handheld mode, perfect 30fps for first 25 min of game",2024/12/17
Retroid Pocket 5,sd865,switch,A Juggler's Tale,Unplayable,Turnip 25.2.0 R4,Yuzu,1,"Tested docked and handheld, in sudachi and yuzu, with qualcomm and Turnips this game will not get into the game on any",2024/12/17
Retroid Pocket 5,sd865,switch,Lego Marvel Superheroes 2,Perfect,Qualcomm 0.746.0,Yuzu,-,"Crashed with Turnips, but the system drivers work great. Wouldn’t launch with Sudachi.",2024/12/16
Retroid Pocket 5,sd865,switch,Sonic Superstars,Great,Qualcomm 0.746.0,Suyu,1,-,2024/12/16
Retroid Pocket 5,sd865,switch,Thunder Ray,Perfect,Qualcomm 0.746.0,Yuzu,1,"Ran perfectly fine in dock/handheld modes at 30fps. One possible crash, unrepeatable.",2024/12/16
Retroid Pocket 5,sd865,switch,8-Bit Adventures 2,Unplayable,Turnip 24.3.0 9v2,Citron,1,Can't get this game to launch :/ rolls immediately in to black screen,2024/12/16
Retroid Pocket 5,sd865,switch,13 Sentinels: Aegis Rim,Great,Turnip 24.3.0 9v2,Citron,1,I would say this works pretty great and is ery much playable. On Suyu I had a crash but Citron seems to be working.,2024/12/16
Retroid Pocket 5,sd865,switch,Animal Well,Perfect,Turnip 24.3.0 9v2,Sudachi,1.02,Standard docked. Accuracy normal,2024/12/16
Retroid Pocket 5,sd865,switch,Captain Toad: Treasure Tracker,Perfect,Turnip 24.3.0 9v2,Sudachi,1.3.0,"locked 60 fps, Plays great!",2024/12/16
Retroid Pocket 5,sd865,switch,Death Mark,Perfect,Turnip 24.3.0 9v2,Citron,1.02,It's a isual novel so not intensive. Seems to be running perfectly.,2024/12/16
Retroid Pocket 5,sd865,switch,Doom + Doom 2,Perfect,Turnip 24.3.0 9v2,Sudachi,1,-,2024/12/16
Retroid Pocket 5,sd865,switch,Dragon Ball FighterZ,Perfect,Turnip 24.3.0 9v2,Yuzu,1,"Turnip 25 rev5 did not work, 24.3.0 R9v2 worked.",2024/12/16
Retroid Pocket 5,sd865,switch,Ghosts And Goblins Resurrection,Great,Turnip 24.3.0 9v2,Suyu,1,-,2024/12/16
Retroid Pocket 5,sd865,switch,Grand Mountain Adventure,Unplayable,Turnip 24.3.0 9v2,Sudachi,1,Hangs during loading,2024/12/16
Retroid Pocket 5,sd865,switch,My Sims,Unplayable,Turnip 24.3.0 9v2,Citron,1.1,I tried many setting sadly just met with a black screen. Would love to see if someone can get it running! Even tried the base driver. No dice.,2024/12/16
Retroid Pocket 5,sd865,switch,Persona 5 Royal,Great,Turnip 24.3.0 9v2,Yuzu,1.0.2,"Crashes seem to be fixed by setting graphics accuracy to ""high"". Runs at 30fps with minor slowdowns in some areas.",2024/12/16
Retroid Pocket 5,sd865,switch,Poison Control,Playable,Turnip 24.3.0 9v2,Suyu,1,I have it set to Nearest Neighbor for the adapting filter and that seems to work great. It goes between 50s and 40s for FPS but it ery playable.,2024/12/16
Retroid Pocket 5,sd865,switch,Samurai Shodown,Perfect,Turnip 24.3.0 9v2,Suyu,1,-,2024/12/16
Retroid Pocket 5,sd865,switch,Shogun Showdown,Perfect,Turnip 24.3.0 9v2,Sudachi,1,"Standard docked, default settings",2024/12/16
Retroid Pocket 5,sd865,switch,Sonic Mania,Perfect,Turnip 24.3.0 9v2,Suyu,1,-,2024/12/16
Retroid Pocket 5,sd865,switch,Sonic Origins,Great,Turnip 24.3.0 9v2,Suyu,1,-,2024/12/16
Retroid Pocket 5,sd865,switch,Sonic X Shadow Generations,Great,Turnip 24.3.0 9v2,Suyu,1,-,2024/12/16
Retroid Pocket 5,sd865,switch,Super Mario Wonder,Great,Turnip 24.3.0 9v2,Yuzu,1,"Almost perfect, weird graphical glitches in overworld",2024/12/16
Retroid Pocket 5,sd865,switch,The Binding Of Isaac: Repentance,Great,Turnip 24.3.0 9v2,Sudachi,1.7.2,The frames do dip slightly at times however it is only ever so slightly slower than the original on switch which also has slowdown during busy moments (rerolling 100s of items etc.),2024/12/16
Retroid Pocket 5,sd865,switch,The King of Fighters XIII: Global Match,Perfect,Turnip 24.3.0 9v2,Suyu,1,-,2024/12/16
Retroid Pocket 5,sd865,switch,Ultra Street Fighter II: The Final Challengers,Great,Turnip 24.3.0 9v2,Suyu,1,-,2024/12/16
Retroid Pocket 5,sd865,switch,Super Monkey Ball Banana Rumble,Playable,Qualcomm 0.746.0,Suyu,2,"Game has plenty of freezes when interacting with certain menus which can be strangely overcome by swiping up into the recent apps iew and then immediately returning to the game. Sometimes you have to do this consistently to make it through a menu. Once you're in a stage there's only rare freezes which can be fixed with the aforementioned trick. When not frozen, the game has solid 60fps in singleplayer. Must use stock driver as Turnip (9v2) crashes when trying to load any 3D content.",2024/12/15
Retroid Pocket 5,sd865,switch,Sakuna: Of Rice And Ruin,Great,Qualcomm 777,Sudachi,1.0.9,"Grapihical glitches and crashes with Turnip 9v2. Plays smoothly with Qualcomm drivers instead, although minor graphical glitches and laggy cutscenes are still there",2024/12/15
Retroid Pocket 5,sd865,switch,A Short Hike,Perfect,Turnip 24.3.0 9v2,Yuzu,1.9.21.1,"60 fps, Plays great!",2024/12/15
Retroid Pocket 5,sd865,switch,Atelier Shallie: Alchemists of the Dusk Sea DX,Great,Turnip 24.3.0 9v2,Suyu,1,From what I can tell it's running almost perfect but does have some slight drops. Nothing that is super noticeable. I did have one moment where I was stuck on a loading loop but a reboot seemed to fix it.,2024/12/15
Retroid Pocket 5,sd865,switch,Crymachina,Perfect,Turnip 24.3.0 9v2,Sudachi,1.2.0,"Locked 30FPS in handheld mode, set graphics accuracy to high.",2024/12/15
Retroid Pocket 5,sd865,switch,Eastward,Perfect,Turnip 24.3.0 9v2,Yuzu,1.2.1,60 fps,2024/12/15
Retroid Pocket 5,sd865,switch,Eastward: Octopia!,Perfect,Turnip 24.3.0 9v2,Yuzu,1.2.1,"60 fps, Plays Great!",2024/12/15
Retroid Pocket 5,sd865,switch,Funko Fusion,Playable,Turnip 24.3.0 9v2,Citron,0.1,It loads and can be played but there is a large amount of blinking graphically glitches that makes the screen hard to look at and the frames jump around often.,2024/12/15
Retroid Pocket 5,sd865,switch,Hollow Knight,Perfect,Turnip 24.3.0 9v2,Sudachi,1,-,2024/12/15
Retroid Pocket 5,sd865,switch,Hollow Knight,Perfect,Turnip 24.3.0 9v2,Sudachi,1.4.3.2,-,2024/12/15
Retroid Pocket 5,sd865,switch,Hypnospace Outlaw,Perfect,Turnip 24.3.0 9v2,Suyu,1.0.4,Appears to run flawlessly.,2024/12/15
Retroid Pocket 5,sd865,switch,Katana Zero,Perfect,Turnip 24.3.0 9v2,Sudachi,1.0.5,-,2024/12/15
Retroid Pocket 5,sd865,switch,Moonlighter,Perfect,Turnip 24.3.0 9v2,Sudachi,1.0.0.10,-,2024/12/15
Retroid Pocket 5,sd865,switch,Moonstone Island,Perfect,Turnip 24.3.0 9v2,Sudachi,1.0.9,Locked 60 fps. Plays great!,2024/12/15
Retroid Pocket 5,sd865,switch,Neon Abyss,Perfect,Turnip 24.3.0 9v2,Sudachi,1.0.6,-,2024/12/15
Retroid Pocket 5,sd865,switch,Octopath Traveler II,Perfect,Turnip 24.3.0 9v2,Citron,1,Some graphical glitching in different lighting.,2024/12/15
Retroid Pocket 5,sd865,switch,One Step From Eden,Perfect,Turnip 24.3.0 9v2,Sudachi,1.5.6,-,2024/12/15
Retroid Pocket 5,sd865,switch,Persona 5 Royal,Great,Turnip 24.3.0 9v2,Yuzu,1.0.2,"Runs ery smooth, experienced one crash in first 40min of game play.",2024/12/15
Retroid Pocket 5,sd865,switch,Phoenix Wright: Ace Attorney Trilogy,Perfect,Turnip 24.3.0 9v2,Yuzu,1.0.2,Plays perfectly at 60fps,2024/12/15
Retroid Pocket 5,sd865,switch,Return Of The Obra Dinn,Perfect,Turnip 24.3.0 9v2,Yuzu,1.0.1,"60 fps, Plays Great!",2024/12/15
Retroid Pocket 5,sd865,switch,Revita,Perfect,Turnip 24.3.0 9v2,Sudachi,1.0.4,-,2024/12/15
Retroid Pocket 5,sd865,switch,Rogue Legacy 2,Perfect,Turnip 24.3.0 9v2,Sudachi,1.1.0,-,2024/12/15
Retroid Pocket 5,sd865,switch,Skul: The Hero Slayer,Perfect,Turnip 24.3.0 9v2,Sudachi,1.7.6,-,2024/12/15
Retroid Pocket 5,sd865,switch,Super Mario Maker 2,Perfect,Turnip 24.3.0 9v2,Yuzu,3.0.3,"Consistent 60FPS! Had some rare audio crackling but this was fixed by switching audio engine to cubeb. Shame the app doesn't support online, because Open Course World would have been good for this.",2024/12/15
Retroid Pocket 5,sd865,switch,The Legend Of Heroes: Trials Through Daybreak,Perfect,Turnip 24.3.0 9v2,Yuzu,1.0.1,"30FPS gameplay, runs smooth all the way through first battle, some dips to high 20s in cutscenes.",2024/12/15
Retroid Pocket 5,sd865,switch,Undermine,Perfect,Turnip 24.3.0 9v2,Sudachi,1.2.0.0,-,2024/12/15
Retroid Pocket 5,sd865,switch,Undernauts: Labyrinth Of Yomi,Perfect,Turnip 24.3.0 9v2,Sudachi,1.0.2,Runs great.,2024/12/15
Retroid Pocket 5,sd865,switch,Unicorn Overlord,Perfect,Turnip 24.3.0 9v2,Sudachi,1.03,-,2024/12/15
Retroid Pocket 5,sd865,switch,Valkyria Chronicles 4,Perfect,Turnip 24.3.0 9v2,Sudachi,1,Locked 30fps. Handheld or Docked.,2024/12/15
Retroid Pocket 5,sd865,switch,Xenoblade Chronicles X: Definitive Edition,Great,Turnip 24.3.0 9v2,Citron,1,Some slight frame drops but only rarely.,2024/12/15
Retroid Pocket 5,sd865,switch,Toki,Perfect,Turnip 25.0.0 R5,Yuzu,1,"60fps flawless, played first 2 stages. Standard settings",2024/12/15
Retroid Pocket 5,sd865,switch,Blade Runner Enhanced Edition,Perfect,Qualcomm 0.746.0,Sudachi,1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Chained Echoes,Perfect,Qualcomm 0.746.0,Yuzu,1.31,Does not boot with Turnip 9v2,2024/12/14
Retroid Pocket 5,sd865,switch,Darkest Dungeon II,Playable,Qualcomm 0.746.0,Sudachi,1,(playable docked if you start a game in handheld first),2024/12/14
Retroid Pocket 5,sd865,switch,Darkest Dungeon II,Playable,Qualcomm 0.746.0,Yuzu,1,loading can be slow,2024/12/14
Retroid Pocket 5,sd865,switch,Dave The Diver,Playable,Qualcomm 0.746.0,Yuzu,1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Hitman Blood Money Reprisal,Playable,Qualcomm 0.746.0,Sudachi,1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Hitman Blood Money Reprisal,Playable,Qualcomm 0.746.0,Yuzu,1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Kill Knight,Perfect,Qualcomm 0.746.0,Citron,1.1.0,-,2024/12/14
Retroid Pocket 5,sd865,switch,Mario Kart 8 Deluxe,Playable,Qualcomm 0.746.0,Yuzu,1,gets better over time,2024/12/14
Retroid Pocket 5,sd865,switch,Mario Odyssey,Playable,Qualcomm 0.746.0,Sudachi,1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Night Slashers Remake,Perfect,Qualcomm 0.746.0,Sudachi,1,Turnips unplayable,2024/12/14
Retroid Pocket 5,sd865,switch,Savant - Ascent Remix,Playable,Qualcomm 0.746.0,Sudachi,1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Speed Overflow,Playable,Qualcomm 0.746.0,Sudachi,1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Speed Overflow,Playable,Qualcomm 0.746.0,Yuzu,1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Teenage Mutant Ninja Turtles: Splintered Fate,Playable,Qualcomm 0.746.0,Yuzu,1,gets better as you play,2024/12/14
Retroid Pocket 5,sd865,switch,Teenage Mutant Ninja Turtles: Splintered Fate,Playable,Qualcomm 0.746.0,Sudachi,1,(works with R9v2 but seems happier with System),2024/12/14
Retroid Pocket 5,sd865,switch,Torchlight II,Playable,Qualcomm 0.746.0,Sudachi,1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Wild Bastards,Playable,Qualcomm 0.746.0,Sudachi,1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Wild Bastards,Playable,Qualcomm 0.746.0,Yuzu,1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Dave The Diver,Perfect,Turnip 23.2.0,Yuzu,1.0.3.972,Using latest prod keys and firmware. Docked with asychronous shaders ON.,2024/12/14
Retroid Pocket 5,sd865,switch,Ak-Xolotl,Perfect,Turnip 24.3.0 9v2,Citron,2.0.1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Animal Well,Playable,Turnip 24.3.0 9v2,Sudachi,1,Standard mode / Docked,2024/12/14
Retroid Pocket 5,sd865,switch,Anno: Mutationem,Unplayable,Turnip 24.3.0 9v2,Citron,1.05.08,"Menu loads, but crashes when starting the story",2024/12/14
Retroid Pocket 5,sd865,switch,Astalon: Tears Of The Earth,Perfect,Turnip 24.3.0 9v2,Yuzu,1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Astral Chain,Playable,Turnip 24.3.0 9v2,Yuzu,1,"FPS can fluctuate (12-25 FPS) but is mostly playable, based on playing the intro.",2024/12/14
Retroid Pocket 5,sd865,switch,Astral Flux,Playable,Turnip 24.3.0 9v2,Sudachi,1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Astral Flux,Playable,Turnip 24.3.0 9v2,Yuzu,1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Batman Arkham City,Playable,Turnip 24.3.0 9v2,Yuzu,1,"very playable, some slowdown in combat, much fan noise",2024/12/14
Retroid Pocket 5,sd865,switch,Born Of Bread,Playable,Turnip 24.3.0 9v2,Sudachi,1,"colors look like their blown out on first load, exit &amp; restart fixed",2024/12/14
Retroid Pocket 5,sd865,switch,Born Of Bread,Playable,Turnip 24.3.0 9v2,Yuzu,1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Broforce,Perfect,Turnip 24.3.0 9v2,Yuzu,1.1.3132,Runs perfect. Solid fps the entire first mission and in menus.,2024/12/14
Retroid Pocket 5,sd865,switch,Bulletstorm Duke Of Switch Edition,Playable,Turnip 24.3.0 9v2,Yuzu,1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Bulletstorm Duke Of Switch Edition,Playable,Turnip 24.3.0 9v2,Sudachi,1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Burnout Legends,Great,Turnip 24.3.0 9v2,Sudachi,1,Some minor slowdowns but almost always above 50fps,2024/12/14
Retroid Pocket 5,sd865,switch,Caravan Sandwich,Unplayable,Turnip 24.3.0 9v2,Citron,1,crashes on load,2024/12/14
Retroid Pocket 5,sd865,switch,Castlevania Dominus Collection,Perfect,Turnip 24.3.0 9v2,Citron,1.1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Cat Quest III,Playable,Turnip 24.3.0 9v2,Sudachi,1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Cat Quest III,Playable,Turnip 24.3.0 9v2,Yuzu,1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Catan Console Edition,Playable,Turnip 24.3.0 9v2,Sudachi,1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Catan Console Edition,Playable,Turnip 24.3.0 9v2,Yuzu,1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Catherine: Full Body,Perfect,Turnip 24.3.0 9v2,Sudachi,1.0.1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Celeste,Perfect,Turnip 24.3.0 9v2,Citron,1.4.1.1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Citizen Sleeper,Playable,Turnip 24.3.0 9v2,Sudachi,1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Citizen Sleeper,Playable,Turnip 24.3.0 9v2,Yuzu,1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Crypt Custodian,Playable,Turnip 24.3.0 9v2,Sudachi,1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Crypt Custodian,Playable,Turnip 24.3.0 9v2,Yuzu,1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Dead Cells,Playable,Turnip 24.3.0 9v2,Sudachi,1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Dead Cells,Playable,Turnip 24.3.0 9v2,Yuzu,1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Diablo III,Playable,Turnip 24.3.0 9v2,Sudachi,1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Diablo III,Playable,Turnip 24.3.0 9v2,Yuzu,1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Dragon Quest III HD-2D Remake,Playable,Turnip 24.3.0 9v2,Sudachi,1,has some stuttering in the open world,2024/12/14
Retroid Pocket 5,sd865,switch,Dragon Quest XI S: Echoes Of An Elusive Age,Great,Turnip 24.3.0 9v2,Yuzu,1,No textures in Qualcomm - need to use Turnips,2024/12/14
Retroid Pocket 5,sd865,switch,Dredge,Playable,Turnip 24.3.0 9v2,Sudachi,1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Dredge,Playable,Turnip 24.3.0 9v2,Yuzu,1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Dredge,Great,Turnip 24.3.0 9v2,Sudachi,1.5.3,"Graphics accuracy set to high. Handheld Mode. 30FPS, minor dips. Async shaders improve performance a bit.",2024/12/14
Retroid Pocket 5,sd865,switch,Drova Forsaken Kin,Playable,Turnip 24.3.0 9v2,Sudachi,1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Dungeons Of Dreadrock - The Dead King's Secret,Playable,Turnip 24.3.0 9v2,Sudachi,1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Ea Sports Fc 25,Unplayable,Turnip 24.3.0 9v2,Yuzu,1,Doesn't even open,2024/12/14
Retroid Pocket 5,sd865,switch,Elypse,Playable,Turnip 24.3.0 9v2,Sudachi,1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Elypse,Playable,Turnip 24.3.0 9v2,Yuzu,1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Enter The Gungeon,Great,Turnip 24.3.0 9v2,Yuzu,2.1.92,One of my favorite switch games and it runs really great. There are frame drops occasionally and it's not a locked 60fps but it's more than playable.,2024/12/14
Retroid Pocket 5,sd865,switch,Fighting Ex Layer Another Dash,Perfect,Turnip 24.3.0 9v2,Sudachi,2.2.2,-,2024/12/14
Retroid Pocket 5,sd865,switch,Final Vendetta,Perfect,Turnip 24.3.0 9v2,Sudachi,1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Grim Fandango Remastered,Perfect,Turnip 24.3.0 9v2,Sudachi,1.0.4,-,2024/12/14
Retroid Pocket 5,sd865,switch,Guayota,Playable,Turnip 24.3.0 9v2,Sudachi,1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Hades,Playable,Turnip 24.3.0 9v2,Sudachi,1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Hades,Playable,Turnip 24.3.0 9v2,Yuzu,1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Have A Nice Death,Playable,Turnip 24.3.0 9v2,Yuzu,1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Heavenly Bodies,Playable,Turnip 24.3.0 9v2,Sudachi,1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Heavenly Bodies,Playable,Turnip 24.3.0 9v2,Yuzu,1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Jojo's Bizarre Adventure: All-Star Battle R Deluxe Edition,Perfect,Turnip 24.3.0 9v2,Sudachi,2.3.3,-,2024/12/14
Retroid Pocket 5,sd865,switch,Keeper's Toll,Playable,Turnip 24.3.0 9v2,Sudachi,1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Kill The Crows,Playable,Turnip 24.3.0 9v2,Sudachi,1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Lacuna,Perfect,Turnip 24.3.0 9v2,Sudachi,1,-,2024/12/14
Retroid Pocket 5,sd865,switch,Legacy Of Kain Soul Reaver 1&amp;2 Remastered,Playable,Turnip 24.3.0 9v2,Sudachi,1,"(start in dock until you get through the opening animation, after that it runs great in docked",2024/12/14
